id,path,shared_latent_dim,hidden_dim,n_embedding_dim,fidelity_embedding_dim
279,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,20,8
280,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,20,16
281,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,24,2
282,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,24,4
283,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,24,8
284,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,24,16
285,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,32,2
286,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,32,4
287,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,32,8
288,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,32,16
289,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,16,2
290,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,16,4
291,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,16,8
292,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,16,16
293,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,20,2
294,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,20,4
295,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,20,8
296,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,20,16
297,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,24,2
298,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,24,4
299,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,24,8
300,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,24,16
301,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,32,2
302,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,32,4
303,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,32,8
304,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,64,32,16
305,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,16,2
306,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,16,4
307,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,16,8
308,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,16,16
309,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,20,2
310,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,20,4
311,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,20,8
312,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,20,16
313,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,24,2
314,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,24,4
315,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,24,8
316,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,24,16
317,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,32,2
318,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,32,4
319,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,32,8
320,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,128,32,16
321,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,16,2
322,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,16,4
323,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,16,8
324,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,16,16
325,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,20,2
326,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,20,4
327,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,20,8
328,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,20,16
329,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,24,2
330,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,24,4
331,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,24,8
332,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,24,16
333,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,32,2
334,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,32,4
335,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,32,8
336,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,24,32,16
337,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,16,2
338,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,16,4
339,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,16,8
340,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,16,16
341,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,20,2
342,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,20,4
343,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,20,8
344,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,20,16
345,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,24,2
346,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,24,4
347,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,24,8
348,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,24,16
349,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,32,2
350,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,32,4
351,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,32,8
352,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,32,32,16
353,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,16,2
354,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,16,4
355,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,16,8
356,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,16,16
357,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,20,2
358,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,20,4
359,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,20,8
360,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,20,16
361,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,24,2
362,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,24,4
363,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,24,8
364,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,24,16
365,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,32,2
366,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,32,4
367,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,32,8
368,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,64,32,16
369,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,16,2
370,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,16,4
371,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,16,8
372,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,16,16
373,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,20,2
374,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,20,4
375,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,20,8
376,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,20,16
377,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,24,2
378,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,24,4
379,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,24,8
380,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,24,16
381,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,32,2
382,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,32,4
383,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,32,8
384,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,32,128,32,16
385,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,16,2
386,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,16,4
387,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,16,8
388,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,16,16
389,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,20,2
390,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,20,4
391,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,20,8
392,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,20,16
393,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,24,2
394,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,24,4
395,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,24,8
396,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,24,16
397,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,32,2
398,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,32,4
399,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,32,8
400,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,24,32,16
401,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,16,2
402,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,16,4
403,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,16,8
404,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,16,16
405,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,20,2
406,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,20,4
407,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,20,8
408,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,20,16
409,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,24,2
410,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,24,4
411,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,24,8
412,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,24,16
413,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,32,2
414,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,32,4
415,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,32,8
416,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,32,32,16
417,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,16,2
418,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,16,4
419,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,16,8
420,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,16,16
421,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,20,2
422,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,20,4
423,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,20,8
424,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,20,16
425,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,24,2
426,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,24,4
427,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,24,8
428,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,24,16
429,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,32,2
430,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,32,4
431,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,32,8
432,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,64,32,16
433,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,16,2
434,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,16,4
435,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,16,8
436,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,16,16
437,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,20,2
438,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,20,4
439,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,20,8
440,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,20,16
441,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,24,2
442,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,24,4
443,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,24,8
444,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,24,16
445,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,32,2
446,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,32,4
447,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,32,8
448,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,48,128,32,16
449,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,16,2
450,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,16,4
451,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,16,8
452,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,16,16
453,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,20,2
454,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,20,4
455,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,20,8
456,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,20,16
457,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,24,2
458,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,24,4
459,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,24,8
460,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,24,16
461,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,32,2
462,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,32,4
463,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,32,8
464,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,24,32,16
465,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,16,2
466,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,16,4
467,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,16,8
468,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,16,16
469,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,20,2
470,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,20,4
471,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,20,8
472,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,20,16
473,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,24,2
474,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,24,4
475,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,24,8
476,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,24,16
477,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,32,2
478,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,32,4
479,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,32,8
480,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,32,32,16
481,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,16,2
482,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,16,4
483,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,16,8
484,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,16,16
485,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,20,2
486,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,20,4
487,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,20,8
488,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,20,16
489,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,24,2
490,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,24,4
491,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,24,8
492,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,24,16
493,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,32,2
494,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,32,4
495,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,32,8
496,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,64,32,16
497,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,16,2
498,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,16,4
499,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,16,8
500,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,16,16
501,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,20,2
502,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,20,4
503,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,20,8
504,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,20,16
505,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,24,2
506,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,24,4
507,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,24,8
508,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,24,16
509,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,32,2
510,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,32,4
511,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,32,8
512,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,64,128,32,16
513,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,16,2
514,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,16,4
515,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,16,8
516,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,16,16
517,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,20,2
518,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,20,4
519,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,20,8
520,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,20,16
521,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,24,2
522,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,24,4
523,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,24,8
524,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,24,16
525,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,32,2
526,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,32,4
527,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,32,8
528,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,24,32,16
529,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,16,2
530,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,16,4
531,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,16,8
532,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,16,16
533,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,20,2
534,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,20,4
535,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,20,8
536,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,20,16
537,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,24,2
538,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,24,4
539,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,24,8
540,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,24,16
541,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,32,2
542,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,32,4
543,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,32,8
544,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,32,32,16
545,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,16,2
546,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,16,4
547,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,16,8
548,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,16,16
549,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,20,2
550,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,20,4
551,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,20,8
552,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,20,16
553,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,24,2
554,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,24,4
555,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,24,8
556,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,24,16
557,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,32,2
